effort_id,vessel_nationality_code,fishing_purpose_code,gear_type_code,target_species_code,asd_code,season_ccamlr,year,month,vessel_size_category_code,vessel_count,fishing_days,trawl_duration_hours,haul_count,hook_count,pot_count
1865,SUN,S,OTB,NOS,5844b,1989,1989,4,10,1,9,50,,,
32,SUN,S,OTM,KRI,483,1989,1989,4,,,,,,,
91,SUN,S,OTM,KRI,5842,1989,1989,4,,,,,,,
138,POL,C,OTM,KRI,483,1989,1989,5,10,,27,348,,,
119,SUN,C,LLS,TOT,483,1989,1989,5,8,,109,,,898701,
49,SUN,C,OTM,KRI,483,1989,1989,5,10,,113,1437,,,
40,SUN,C,OTM,KRI,483,1989,1989,5,11,,268,3231,,,
77,SUN,C,OTM,MZZ,483,1989,1989,5,10,,21,233,,,
1804,SUN,S,OTB,NOS,5844a,1989,1989,5,10,1,9,52,,,
1866,SUN,S,OTB,NOS,5844b,1989,1989,5,10,2,25,165,,,
139,POL,C,OTM,KRI,483,1989,1989,6,10,,18,226,,,
120,SUN,C,LLS,TOT,483,1989,1989,6,8,,62,,,563793,
50,SUN,C,OTM,KRI,483,1989,1989,6,10,,135,1728,,,
41,SUN,C,OTM,KRI,483,1989,1989,6,11,,254,3154,,,
78,SUN,C,OTM,MZZ,483,1989,1989,6,10,,11,130,,,
1805,SUN,S,OTB,NOS,5844a,1989,1989,6,10,1,2,11,,,
1867,SUN,S,OTB,NOS,5844b,1989,1989,6,10,1,9,81,,,
1227,DDR,C,OTM,KRI,483,1989,1989,7,10,,15,,,,
1228,POL,C,OTM,KRI,483,1989,1989,7,9,,5,37,,,
1230,POL,C,OTM,KRI,483,1989,1989,7,10,,37,359,,,
1261,SUN,C,OTM,ELC,483,1989,1989,7,11,,20,214,,,
1171,SUN,C,OTM,KRI,483,1989,1989,7,10,,366,4395,,,
1166,SUN,C,OTM,KRI,483,1989,1989,7,11,,232,2806,,,
1229,POL,C,OTM,KRI,483,1989,1989,8,9,,9,58,,,
1231,POL,C,OTM,KRI,483,1989,1989,8,10,,9,66,,,
1194,SUN,C,LLS,TOT,483,1989,1989,8,8,,125,,,940476,
1256,SUN,C,OTM,ELC,483,1989,1989,8,10,,30,334,,,
1262,SUN,C,OTM,ELC,483,1989,1989,8,11,,136,1711,,,
1172,SUN,C,OTM,KRI,483,1989,1989,8,10,,202,2485,,,
1167,SUN,C,OTM,KRI,483,1989,1989,8,11,,115,1284,,,
1195,SUN,C,LLS,TOT,483,1989,1989,9,8,,100,,,837500,
1257,SUN,C,OTM,ELC,483,1989,1989,9,10,,6,65,,,
1263,SUN,C,OTM,ELC,483,1989,1989,9,11,,117,1309,,,
1173,SUN,C,OTM,KRI,483,1989,1989,9,10,,80,944,,,
1168,SUN,C,OTM,KRI,483,1989,1989,9,11,,65,716,,,
1868,SUN,S,OTB,NOS,5844b,1989,1989,9,10,1,18,172,,,
1137,FRA,C,OTB,TOT,5851,1989,1989,10,,1,14,115,,,
1196,SUN,C,LLS,TOT,483,1989,1989,10,8,,155,,,1107777,
1258,SUN,C,OTM,ELC,483,1989,1989,10,10,,12,150,,,
1264,SUN,C,OTM,ELC,483,1989,1989,10,11,,165,1864,,,
1157,SUN,C,OTM,KRI,482,1989,1989,10,10,,6,69,,,
1148,SUN,C,OTM,KRI,482,1989,1989,10,11,,4,42,,,
1174,SUN,C,OTM,KRI,483,1989,1989,10,10,,23,282,,,
1869,SUN,S,OTB,NOS,5844b,1989,1989,10,10,2,18,130,,,
1143,SUN,S,OTM,KRI,482,1989,1989,10,,,,,,,
1138,FRA,C,OTB,TOT,5851,1989,1989,11,,1,30,298,,,
1197,SUN,C,LLS,TOT,483,1989,1989,11,8,,131,,,1044578,
1183,SUN,C,OTB,ANI,482,1989,1989,11,10,,8,86,,,
1259,SUN,C,OTM,ELC,483,1989,1989,11,10,,12,143,,,
1265,SUN,C,OTM,ELC,483,1989,1989,11,11,,80,1013,,,
1158,SUN,C,OTM,KRI,482,1989,1989,11,10,,173,1989,,,
1149,SUN,C,OTM,KRI,482,1989,1989,11,11,,25,270,,,
1175,SUN,C,OTM,KRI,483,1989,1989,11,10,,4,47,,,
1218,SUN,S,OT,MZZ,5851,1989,1989,11,,,,,,,
1144,SUN,S,OTM,KRI,482,1989,1989,11,,,,,,,
1139,FRA,C,OTB,TOT,5851,1990,1989,12,,1,3,12,,,
1240,JPN,C,OTM,KRI,481,1990,1989,12,10,2,20,163,151,,
1235,JPN,C,OTM,KRI,5841,1990,1989,12,,3,46,289,436,,
1249,KOR,C,OTM,KRI,481,1990,1989,12,10,,77,596,410,,
1198,SUN,C,LLS,TOT,483,1990,1989,12,8,,182,,,1280005,
1184,SUN,C,OTB,ANI,482,1990,1989,12,10,,17,183,,,
1179,SUN,C,OTB,ANI,482,1990,1989,12,11,,15,174,,,
1260,SUN,C,OTM,ELC,483,1990,1989,12,10,,3,35,,,
1159,SUN,C,OTM,KRI,482,1990,1989,12,10,,278,3346,,,
1150,SUN,C,OTM,KRI,482,1990,1989,12,11,,173,2053,,,
1176,SUN,C,OTM,KRI,483,1990,1989,12,10,,32,384,,,
1219,SUN,S,OT,MZZ,5851,1990,1989,12,,,,,,,
1806,SUN,S,OTB,NOS,5844a,1990,1989,12,10,1,13,97,,,
1870,SUN,S,OTB,NOS,5844b,1990,1989,12,10,1,6,47,,,
1145,SUN,S,OTM,KRI,482,1990,1989,12,,,,,,,
1246,CHL,C,OTM,KRI,481,1990,1990,1,10,,19,12170,210,,
1140,GBR,S,OTB,MZZ,483,1990,1990,1,9,1,21,30,,,
1241,JPN,C,OTM,KRI,481,1990,1990,1,10,5,119,1180,1043,,
1236,JPN,C,OTM,KRI,5841,1990,1990,1,,3,92,600,905,,
1250,KOR,C,OTM,KRI,481,1990,1990,1,10,,62,372,297,,
1199,SUN,C,LLS,TOT,483,1990,1990,1,8,,153,,,1086956,
1185,SUN,C,OTB,ANI,482,1990,1990,1,10,,1,10,,,
1191,SUN,C,OTM,ANI,483,1990,1990,1,10,,33,342,,,
1189,SUN,C,OTM,ANI,483,1990,1990,1,11,,50,596,,,
1160,SUN,C,OTM,KRI,482,1990,1990,1,10,,206,2381,,,
1151,SUN,C,OTM,KRI,482,1990,1990,1,11,,53,630,,,
1220,SUN,S,OT,MZZ,5851,1990,1990,1,,,,,,,
2030,SUN,S,OTB,MZZ,5842,1990,1990,1,10,,2,4.7,4,,
1807,SUN,S,OTB,NOS,5844a,1990,1990,1,10,3,33,379,,,
1871,SUN,S,OTB,NOS,5844b,1990,1990,1,10,3,22,231,,,
1146,SUN,S,OTM,KRI,482,1990,1990,1,,,,,,,
1247,CHL,C,OTM,KRI,481,1990,1990,2,10,,28,20644,399,,
1242,JPN,C,OTM,KRI,481,1990,1990,2,10,5,114,1112,965,,
1237,JPN,C,OTM,KRI,5841,1990,1990,2,,3,81,728,765,,
1251,KOR,C,OTM,KRI,481,1990,1990,2,10,,52,246,182,,
1233,POL,C,OTM,ANI,483,1990,1990,2,10,,7,80,,,
1200,SUN,C,LLS,TOT,483,1990,1990,2,8,,113,,,984285,
2034,SUN,C,OTB,WIC,5842,1990,1990,2,10,,10,42.8,39,,
1192,SUN,C,OTM,ANI,483,1990,1990,2,10,,45,512,,,
1190,SUN,C,OTM,ANI,483,1990,1990,2,11,,18,194,,,
1161,SUN,C,OTM,KRI,482,1990,1990,2,10,,151,1759,,,
1152,SUN,C,OTM,KRI,482,1990,1990,2,11,,52,588,,,
1224,SUN,C,OTM,KRI,881,1990,1990,2,10,,8,81,,,
1221,SUN,S,OT,MZZ,5851,1990,1990,2,,,,,,,
2031,SUN,S,OTB,MZZ,5842,1990,1990,2,10,,36,98.4,119,,
1808,SUN,S,OTB,NOS,5844a,1990,1990,2,10,2,7,70,,,
1872,SUN,S,OTB,NOS,5844b,1990,1990,2,10,1,1,14,,,
1205,SUN,S,OTM,KRI,5841,1990,1990,2,,,,,,,
1248,CHL,C,OTM,KRI,481,1990,1990,3,10,,5,4050,68,,
1243,JPN,C,OTM,KRI,481,1990,1990,3,10,3,93,867,837,,
1238,JPN,C,OTM,KRI,5841,1990,1990,3,,3,78,681,668,,
1234,POL,C,OTM,ANI,483,1990,1990,3,10,,6,66,,,
1201,SUN,C,LLS,TOT,483,1990,1990,3,8,,72,,,634920,
1186,SUN,C,OTB,ANI,482,1990,1990,3,10,,3,32,,,
1180,SUN,C,OTB,ANI,482,1990,1990,3,11,,22,239,,,
2027,SUN,C,OTB,WIC,5842,1990,1990,3,10,,42,204.5,147,,
1193,SUN,C,OTM,ANI,483,1990,1990,3,10,,13,143,,,
1162,SUN,C,OTM,KRI,482,1990,1990,3,10,,196,2320,,,
1153,SUN,C,OTM,KRI,482,1990,1990,3,11,,166,1895,,,
1225,SUN,C,OTM,KRI,881,1990,1990,3,10,,8,86,,,
1222,SUN,S,OT,MZZ,5851,1990,1990,3,,,,,,,
2032,SUN,S,OTB,MZZ,5842,1990,1990,3,10,,35,121.9,128,,
1206,SUN,S,OTM,KRI,5841,1990,1990,3,,,,,,,
1244,JPN,C,OTM,KRI,481,1990,1990,4,10,4,77,588,645,,
1239,JPN,C,OTM,KRI,5841,1990,1990,4,,2,4,23,24,,
1202,SUN,C,LLS,TOT,483,1990,1990,4,8,,57,,,488333,
1187,SUN,C,OTB,ANI,482,1990,1990,4,10,,2,19,,,
1181,SUN,C,OTB,ANI,482,1990,1990,4,11,,14,167,,,
2036,SUN,C,OTB,WIC,5842,1990,1990,4,10,,2,7.7,8,,
1163,SUN,C,OTM,KRI,482,1990,1990,4,10,,220,2552,,,
1154,SUN,C,OTM,KRI,482,1990,1990,4,11,,372,4519,,,
1226,SUN,C,OTM,KRI,881,1990,1990,4,10,,4,42,,,
1223,SUN,S,OT,MZZ,5851,1990,1990,4,,,,,,,
2033,SUN,S,OTB,MZZ,5842,1990,1990,4,10,,3,5.7,6,,
1809,SUN,S,OTB,NOS,5844a,1990,1990,4,10,1,5,43,,,
1873,SUN,S,OTB,NOS,5844b,1990,1990,4,10,1,2,7,,,
1207,SUN,S,OTM,KRI,5841,1990,1990,4,,,,,,,
3324,AUS,C,OTB,ANI,5852,1990,1990,5,,,,,,,
3332,AUS,C,OTB,TOT,5852,1990,1990,5,,,,,,,
1141,AUS,S,OTB,MZZ,5852,1990,1990,5,,,9,10.5,18,,
1245,JPN,C,OTM,KRI,482,1990,1990,5,10,1,2,2,3,,
1203,SUN,C,LLS,TOT,483,1990,1990,5,8,,111,,,915638,
1188,SUN,C,OTB,ANI,482,1990,1990,5,10,,5,50,,,
1182,SUN,C,OTB,ANI,482,1990,1990,5,11,,24,261,,,
1164,SUN,C,OTM,KRI,482,1990,1990,5,10,,246,2632,,,
1155,SUN,C,OTM,KRI,482,1990,1990,5,11,,472,5706,,,
1177,SUN,C,OTM,KRI,483,1990,1990,5,10,,23,255,,,
1169,SUN,C,OTM,KRI,483,1990,1990,5,11,,5,50,,,
1147,SUN,S,OTM,KRI,482,1990,1990,5,,,,,,,
3325,AUS,C,OTB,ANI,5852,1990,1990,6,,,,,,,
3333,AUS,C,OTB,TOT,5852,1990,1990,6,,,,,,,
1142,AUS,S,OTB,MZZ,5852,1990,1990,6,,,22,32,63,,
1232,POL,C,OTM,KRI,483,1990,1990,6,10,,8,90,,,
1204,SUN,C,LLS,TOT,483,1990,1990,6,8,,86,,,753125,
1165,SUN,C,OTM,KRI,482,1990,1990,6,10,,82,953,,,
1156,SUN,C,OTM,KRI,482,1990,1990,6,11,,191,2274,,,
1178,SUN,C,OTM,KRI,483,1990,1990,6,10,,181,2144,,,
1170,SUN,C,OTM,KRI,483,1990,1990,6,11,,125,1422,,,
1393,JPN,C,OTM,KRI,483,1990,1990,7,10,2,46,339,434,,
1298,POL,C,OTM,KRI,483,1990,1990,7,10,,47,499,,,
1364,SUN,C,LLS,TOT,483,1990,1990,7,8,,39,,,360000,
1358,SUN,C,OTM,ELC,483,1990,1990,7,10,,4,51,,,
1352,SUN,C,OTM,ELC,483,1990,1990,7,11,,20,232,,,
1339,SUN,C,OTM,KRI,483,1990,1990,7,10,,406,5280,,,
1335,SUN,C,OTM,KRI,483,1990,1990,7,11,,195,2219,,,
1348,SUN,S,OT,ELC,483,1990,1990,7,,,,,,,
1328,SUN,S,OTM,KRI,483,1990,1990,7,,,,,,,
1394,JPN,C,OTM,KRI,483,1990,1990,8,10,2,30,234,298,,
1299,POL,C,OTM,KRI,483,1990,1990,8,10,,72,859,,,
1365,SUN,C,LLS,TOT,483,1990,1990,8,8,,75,,,560919,
1359,SUN,C,OTM,ELC,483,1990,1990,8,10,,80,1007,,,
1353,SUN,C,OTM,ELC,483,1990,1990,8,11,,104,1213,,,
1340,SUN,C,OTM,KRI,483,1990,1990,8,10,,447,5614,,,
1336,SUN,C,OTM,KRI,483,1990,1990,8,11,,19,220,,,
1329,SUN,S,OTM,KRI,483,1990,1990,8,,,,,,,
1288,FRA,C,OTB,TOT,5851,1990,1990,9,9,1,2,20.8,,,
1300,POL,C,OTM,KRI,483,1990,1990,9,10,,19,320,,,
1366,SUN,C,LLS,TOT,483,1990,1990,9,8,,77,,,563333,
1360,SUN,C,OTM,ELC,483,1990,1990,9,10,,88,992,,,
1354,SUN,C,OTM,ELC,483,1990,1990,9,11,,48,1402,,,
1341,SUN,C,OTM,KRI,483,1990,1990,9,10,,345,4478,,,
1330,SUN,S,OTM,KRI,483,1990,1990,9,,,,,,,
1289,FRA,C,OTB,TOT,5851,1990,1990,10,9,1,30,298.8,,,
1367,SUN,C,LLS,TOT,483,1990,1990,10,8,,36,,,363492,
1361,SUN,C,OTM,ELC,483,1990,1990,10,10,,200,2278,,,
1355,SUN,C,OTM,ELC,483,1990,1990,10,11,,184,2009,,,
1304,SUN,C,OTM,KRI,481,1990,1990,10,10,,23,276,,,
1320,SUN,C,OTM,KRI,482,1990,1990,10,10,,24,305,,,
1342,SUN,C,OTM,KRI,483,1990,1990,10,10,,17,175,,,
1349,SUN,S,OT,ELC,483,1990,1990,10,,,,,,,
1307,SUN,S,OTM,KRI,482,1990,1990,10,,,,,,,
1368,SUN,C,LLS,TOT,483,1990,1990,11,8,,70,,,504545,
1362,SUN,C,OTM,ELC,483,1990,1990,11,10,,270,3970,,,
1356,SUN,C,OTM,ELC,483,1990,1990,11,11,,140,1524,,,
1305,SUN,C,OTM,KRI,481,1990,1990,11,10,,38,457,,,
1321,SUN,C,OTM,KRI,482,1990,1990,11,10,,126,1431,,,
1350,SUN,S,OT,ELC,483,1990,1990,11,,,,,,,
1308,SUN,S,OTM,KRI,482,1990,1990,11,,,,,,,
1331,SUN,S,OTM,KRI,483,1990,1990,11,,,,,,,
1385,JPN,C,OTM,KRI,481,1991,1990,12,10,2,6,33,29,,
1390,JPN,C,OTM,KRI,482,1991,1990,12,10,1,2,9,7,,
1397,JPN,C,OTM,KRI,5841,1991,1990,12,10,1,6,9,19,,
1400,JPN,C,OTM,KRI,881,1991,1990,12,10,1,1,2,3,,
1302,POL,C,OTM,ANI,483,1991,1990,12,10,,6,60,,,
1291,POL,C,OTM,KRI,481,1991,1990,12,10,,7,78,,,
1293,POL,C,OTM,KRI,482,1991,1990,12,10,,2,14,,,
1369,SUN,C,LLS,TOT,483,1991,1990,12,8,,84,,,609782,
1363,SUN,C,OTM,ELC,483,1991,1990,12,10,,87,896,,,
1357,SUN,C,OTM,ELC,483,1991,1990,12,11,,97,531,,,
1306,SUN,C,OTM,KRI,481,1991,1990,12,10,,52,653,,,
1322,SUN,C,OTM,KRI,482,1991,1990,12,10,,176,1997,,,
1314,SUN,C,OTM,KRI,482,1991,1990,12,11,,29,346,,,
1351,SUN,S,OT,ELC,483,1991,1990,12,,,,,,,
1309,SUN,S,OTM,KRI,482,1991,1990,12,,,,,,,
1332,SUN,S,OTM,KRI,483,1991,1990,12,,,,,,,
1281,AUS,S,OTM,MZZ,5842,1991,1991,1,11,1,11,30.5,,,
1286,ESP,S,OTB,MZZ,482,1991,1991,1,10,1,13,,76,,
1285,GBR,S,OTB,MZZ,483,1991,1991,1,8,1,21,,,,
1386,JPN,C,OTM,KRI,481,1991,1991,1,10,4,120,1224,1194,,
1398,JPN,C,OTM,KRI,5841,1991,1991,1,10,1,29,139,212,,
1420,KOR,C,OTM,KRI,481,1991,1991,1,9,1,27,104.9,92,,
1303,POL,C,OTM,ANI,483,1991,1991,1,10,,13,123,,,
1292,POL,C,OTM,KRI,481,1991,1991,1,10,,9,125,,,
1294,POL,C,OTM,KRI,482,1991,1991,1,10,,55,683,,,
1370,SUN,C,LLS,TOT,483,1991,1991,1,8,1,6,,15,426154,
1379,SUN,C,OTB,MZZ,5851,1991,1991,1,10,,55,602,,,
1323,SUN,C,OTM,KRI,482,1991,1991,1,10,,80,863,,,
1315,SUN,C,OTM,KRI,482,1991,1991,1,11,,94,1062,,,
1310,SUN,S,OTM,KRI,482,1991,1991,1,,,,,,,
3329,AUS,C,OTB,TOT,5842,1991,1991,2,,,,,,,
1280,AUS,S,OTB,MZZ,5842,1991,1991,2,11,1,11,11,,,
1282,AUS,S,OTM,MZZ,5842,1991,1991,2,11,1,12,33.5,,,
1283,CHL,C,OTM,KRI,481,1991,1991,2,9,1,9,78,,,
1287,ESP,S,OTB,MZZ,482,1991,1991,2,10,1,10,,67,,
1387,JPN,C,OTM,KRI,481,1991,1991,2,10,4,80,778,779,,
1399,JPN,C,OTM,KRI,5841,1991,1991,2,10,1,12,65,102,,
1421,KOR,C,OTM,KRI,481,1991,1991,2,9,,11,23.6,24,,
1295,POL,C,OTM,KRI,482,1991,1991,2,10,,27,323,,,
1371,SUN,C,LLS,TOT,483,1991,1991,2,8,1,20,,55,458426,
1380,SUN,C,OTB,MZZ,5851,1991,1991,2,10,,91,1045,,,
1324,SUN,C,OTM,KRI,482,1991,1991,2,10,,129,1415,,,
1316,SUN,C,OTM,KRI,482,1991,1991,2,11,,171,1803,,,
1311,SUN,S,OTM,KRI,482,1991,1991,2,,,,,,,
1345,SUN,S,OTM,KRI,882,1991,1991,2,,,,,,,
1284,CHL,C,OTM,KRI,481,1991,1991,3,9,1,25,216,,,
1388,JPN,C,OTM,KRI,481,1991,1991,3,10,4,122,1134,1310,,
1296,POL,C,OTM,KRI,482,1991,1991,3,10,,21,284,,,
1372,SUN,C,LLS,TOT,483,1991,1991,3,8,1,23,,76,233333,
1381,SUN,C,OTB,MZZ,5851,1991,1991,3,10,,105,1161,,,
1325,SUN,C,OTM,KRI,482,1991,1991,3,10,,96,1113,,,
1317,SUN,C,OTM,KRI,482,1991,1991,3,11,,256,2886,,,
1312,SUN,S,OTM,KRI,482,1991,1991,3,,,,,,,
1346,SUN,S,OTM,KRI,882,1991,1991,3,,,,,,,
1389,JPN,C,OTM,KRI,481,1991,1991,4,10,5,131,1095,1288,,
1391,JPN,C,OTM,KRI,482,1991,1991,4,10,2,10,64,84,,
1297,POL,C,OTM,KRI,482,1991,1991,4,10,,28,498,,,
1373,SUN,C,LLS,TOT,483,1991,1991,4,8,1,14,,36,68700,
1382,SUN,C,OTB,MZZ,5851,1991,1991,4,10,,74,805,,,
1326,SUN,C,OTM,KRI,482,1991,1991,4,10,,84,926,,,
1318,SUN,C,OTM,KRI,482,1991,1991,4,11,,465,5134,,,
1874,SUN,S,OTB,NOS,5844b,1991,1991,4,10,1,18,201,,,
1313,SUN,S,OTM,KRI,482,1991,1991,4,,,,,,,
1290,FRA,C,OTB,TOT,5851,1991,1991,5,9,1,23,232.7,,,
1392,JPN,C,OTM,KRI,482,1991,1991,5,10,1,10,59,92,,
1395,JPN,C,OTM,KRI,483,1991,1991,5,10,1,19,125,163,,
1301,POL,C,OTM,KRI,483,1991,1991,5,10,,12,179,,,
1374,SUN,C,LLS,TOT,483,1991,1991,5,8,1,26,,76,371131,
1383,SUN,C,OTB,MZZ,5851,1991,1991,5,10,,19,200,,,
1327,SUN,C,OTM,KRI,482,1991,1991,5,10,,28,313,,,
1319,SUN,C,OTM,KRI,482,1991,1991,5,11,,210,2300,,,
1343,SUN,C,OTM,KRI,483,1991,1991,5,10,,153,1846,,,
1337,SUN,C,OTM,KRI,483,1991,1991,5,11,,16,196,,,
1875,SUN,S,OTB,NOS,5844b,1991,1991,5,10,1,26,338,,,
1333,SUN,S,OTM,KRI,483,1991,1991,5,,,,,,,
1396,JPN,C,OTM,KRI,483,1991,1991,6,10,1,30,213,279,,
1375,SUN,C,LLS,TOT,483,1991,1991,6,8,,24,,,244502,
1384,SUN,C,OTB,MZZ,5851,1991,1991,6,10,,5,46,,,
1344,SUN,C,OTM,KRI,483,1991,1991,6,10,,257,3055,,,
1338,SUN,C,OTM,KRI,483,1991,1991,6,11,,130,1520,,,
1876,SUN,S,OTB,NOS,5844b,1991,1991,6,10,1,26,338,,,
1334,SUN,S,OTM,KRI,483,1991,1991,6,,,,,,,
1462,JPN,C,OTM,KRI,483,1991,1991,7,10,3,80,699,769,,
1426,POL,C,OTM,KRI,483,1991,1991,7,10,,41,411,,,
1482,SUN,C,OTM,ELC,483,1991,1991,7,,1,12,163,,,
1578,SUN,C,OTM,ELC,483,1991,1991,7,10,,80,964,,,
1573,SUN,C,OTM,ELC,483,1991,1991,7,11,,41,548,,,
1494,SUN,C,OTM,KRI,483,1991,1991,7,,9,197,2221,,,
1561,SUN,C,OTM,KRI,483,1991,1991,7,10,,163,1951,,,
1557,SUN,C,OTM,KRI,483,1991,1991,7,11,,150,1636,,,
1569,SUN,S,OT,ELC,483,1991,1991,7,,,,,,,
1555,SUN,S,OTM,KRI,483,1991,1991,7,,,,,,,
1463,JPN,C,OTM,KRI,483,1991,1991,8,10,2,25,201,199,,
1432,POL,C,OTM,KRI,483,1991,1991,8,9,,21,90,,,
1427,POL,C,OTM,KRI,483,1991,1991,8,10,,81,748,,,
1483,SUN,C,OTM,ELC,483,1991,1991,8,,3,25,274,,,
1579,SUN,C,OTM,ELC,483,1991,1991,8,10,,273,2707,,,
1574,SUN,C,OTM,ELC,483,1991,1991,8,11,,32,322,,,
1495,SUN,C,OTM,KRI,483,1991,1991,8,,5,46,508,,,
1562,SUN,C,OTM,KRI,483,1991,1991,8,10,,151,1940,,,
1558,SUN,C,OTM,KRI,483,1991,1991,8,11,,36,436,,,
1570,SUN,S,OT,ELC,483,1991,1991,8,,,,,,,
1556,SUN,S,OTM,KRI,483,1991,1991,8,,,,,,,
1440,FRA,S,OTB,TOT,5851,1991,1991,9,9,1,3,35.9,,,
1464,JPN,C,OTM,KRI,483,1991,1991,9,10,1,18,159,154,,
1428,POL,C,OTM,KRI,483,1991,1991,9,10,,48,550,,,
1469,SUN,C,OTB,TOT,5851,1991,1991,9,,1,10,73,,,
1484,SUN,C,OTM,ELC,483,1991,1991,9,,3,49,624,,,
1580,SUN,C,OTM,ELC,483,1991,1991,9,10,,387,3927,,,
1575,SUN,C,OTM,ELC,483,1991,1991,9,11,,20,175,,,
1563,SUN,C,OTM,KRI,483,1991,1991,9,10,,72,1047,,,
1571,SUN,S,OT,ELC,483,1991,1991,9,,,,,,,
1591,SUN,S,OT,MZZ,5851,1991,1991,9,8,,,,,,
1441,FRA,S,OTB,TOT,5851,1991,1991,10,9,1,19,225.6,,,
1436,POL,C,OTM,KRI,481,1991,1991,10,10,,9,88,,,
1429,POL,C,OTM,KRI,483,1991,1991,10,10,,25,311,,,
1470,SUN,C,OTB,TOT,5851,1991,1991,10,,1,15,102,,,
1485,SUN,C,OTM,ELC,483,1991,1991,10,,2,40,534,,,
1581,SUN,C,OTM,ELC,483,1991,1991,10,10,,300,3440,,,
1576,SUN,C,OTM,ELC,483,1991,1991,10,11,,25,255,,,
1564,SUN,C,OTM,KRI,483,1991,1991,10,10,,18,247,,,
1572,SUN,S,OT,ELC,483,1991,1991,10,,,,,,,
1592,SUN,S,OT,MZZ,5851,1991,1991,10,8,,,,,,
1437,POL,C,OTM,KRI,481,1991,1991,11,10,,14,180,,,
1477,SUN,C,LLS,TOT,5851,1991,1991,11,,2,18,,,,
1471,SUN,C,OTB,TOT,5851,1991,1991,11,,2,26,146,,,
1486,SUN,C,OTM,ELC,483,1991,1991,11,,1,17,223,,,
1582,SUN,C,OTM,ELC,483,1991,1991,11,10,,67,799,,,
1577,SUN,C,OTM,ELC,483,1991,1991,11,11,,4,51,,,
1536,SUN,C,OTM,KRI,481,1991,1991,11,10,,114,1544,,,
1538,SUN,C,OTM,KRI,481,1991,1991,11,11,,36,518,,,
1487,SUN,C,OTM,KRI,482,1991,1991,11,,1,3,51,,,
1548,SUN,C,OTM,KRI,482,1991,1991,11,10,,69,813,,,
1540,SUN,C,OTM,KRI,482,1991,1991,11,11,,29,410,,,
1565,SUN,C,OTM,KRI,483,1991,1991,11,10,,2,25,,,
1567,SUN,C,OTM,KRI,485,1991,1991,11,11,,1,9,,,
1568,SUN,C,OTM,MZZ,481,1991,1991,11,10,,1,3,,,
1593,SUN,S,OT,MZZ,5851,1991,1991,11,8,,,,,,
1531,BGR,C,LLS,TOT,483,1992,1991,12,8,1,20,,67,246825,
1444,CHL,C,LLS,TOT,483,1992,1991,12,9,10,4,,4,26980,
1454,JPN,C,OTM,KRI,481,1992,1991,12,10,2,17,162,143,,
1466,JPN,C,OTM,KRI,883,1992,1991,12,10,1,1,2,3,,
1583,RUS,C,LLS,TOT,483,1992,1991,12,8,,47,,105,409480,
1549,RUS,C,OTM,KRI,482,1992,1991,12,10,,248,3664,,,
1541,RUS,C,OTM,KRI,482,1992,1991,12,11,,87,1267,,,
1594,RUS,S,OT,MZZ,5851,1992,1991,12,8,,,,,,
2023,UKR,C,LLS,TOT,483,1992,1991,12,8,2,2,,5,122400,
1478,UKR,C,LLS,TOT,5851,1992,1991,12,,2,51,,,,
1472,UKR,C,OTB,TOT,5851,1992,1991,12,,2,38,342,,,
1488,UKR,C,OTM,KRI,482,1992,1991,12,,1,25,389,,,
3326,AUS,C,OTB,ANI,5852,1992,1992,1,,,,,,,
3334,AUS,C,OTB,TOT,5852,1992,1992,1,,,,,,,
1438,AUS,S,OTB,MZZ,5852,1992,1992,1,11,1,9,18.2,34,,
1532,BGR,C,LLS,TOT,483,1992,1992,1,8,1,17,,56,231525,
1445,CHL,C,LLS,TOT,483,1992,1992,1,9,10,94,,98,824720,
1449,CHL,C,OTM,KRI,481,1992,1992,1,9,,1,6,,,
1425,GBR,S,OTB,MZZ,483,1992,1992,1,9,1,23,,,,
1455,JPN,C,OTM,KRI,481,1992,1992,1,10,5,115,1131,1222,,
1460,JPN,C,OTM,KRI,482,1992,1992,1,10,1,1,1,,,
1467,KOR,C,OTM,KRI,481,1992,1992,1,9,1,18,101.8,,,
1433,POL,C,OTM,KRI,482,1992,1992,1,10,,7,67,,,
1584,RUS,C,LLS,TOT,483,1992,1992,1,8,2,58,,132,282900,
1550,RUS,C,OTM,KRI,482,1992,1992,1,10,,131,1978,,,
1542,RUS,C,OTM,KRI,482,1992,1992,1,11,,66,818,,,
2024,UKR,C,LLS,TOT,483,1992,1992,1,8,2,29,,75,353400,
1479,UKR,C,LLS,TOT,5851,1992,1992,1,,2,47,,,,
1473,UKR,C,OTB,TOT,5851,1992,1992,1,,1,51,547,,,
1489,UKR,C,OTM,KRI,482,1992,1992,1,,1,10,177,,,
3327,AUS,C,OTB,ANI,5852,1992,1992,2,,,,,,,
3335,AUS,C,OTB,TOT,5852,1992,1992,2,,,,,,,
1439,AUS,S,OTB,MZZ,5852,1992,1992,2,11,1,10,17.7,34,,
1533,BGR,C,LLS,TOT,483,1992,1992,2,8,1,16,,36,114750,
1446,CHL,C,LLS,TOT,483,1992,1992,2,9,10,130,,141,1237050,
1450,CHL,C,OTM,KRI,481,1992,1992,2,9,,29,277,,,
1456,JPN,C,OTM,KRI,481,1992,1992,2,10,3,86,789,979,,
